kode_bps,nama_wilayah,tahun,semester,jenis_nakes,jumlah,faskes_level,sumber_data,coverage_periode
3529,Kabupaten Sumenep,2024,1,dokter_umum,237,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3529,Kabupaten Sumenep,2024,1,dokter_spesialis,145,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3529,Kabupaten Sumenep,2024,1,dokter_gigi,66,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3529,Kabupaten Sumenep,2024,1,perawat,551,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3529,Kabupaten Sumenep,2024,1,bidan,426,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3529,Kabupaten Sumenep,2024,1,ahli_gizi,23,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3529,Kabupaten Sumenep,2024,1,sanitarian,36,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3571,Kota Kediri,2024,1,dokter_umum,55,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3571,Kota Kediri,2024,1,dokter_spesialis,51,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3571,Kota Kediri,2024,1,dokter_gigi,18,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3571,Kota Kediri,2024,1,perawat,215,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3571,Kota Kediri,2024,1,bidan,129,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3571,Kota Kediri,2024,1,ahli_gizi,6,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3571,Kota Kediri,2024,1,sanitarian,6,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3572,Kota Blitar,2024,1,dokter_umum,22,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3572,Kota Blitar,2024,1,dokter_spesialis,18,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3572,Kota Blitar,2024,1,dokter_gigi,11,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3572,Kota Blitar,2024,1,perawat,81,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3572,Kota Blitar,2024,1,bidan,61,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3572,Kota Blitar,2024,1,ahli_gizi,6,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3572,Kota Blitar,2024,1,sanitarian,4,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3573,Kota Malang,2024,1,dokter_umum,148,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3573,Kota Malang,2024,1,dokter_spesialis,66,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3573,Kota Malang,2024,1,dokter_gigi,62,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3573,Kota Malang,2024,1,perawat,614,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3573,Kota Malang,2024,1,bidan,456,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3573,Kota Malang,2024,1,ahli_gizi,40,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3573,Kota Malang,2024,1,sanitarian,22,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3574,Kota Probolinggo,2024,1,dokter_umum,29,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3574,Kota Probolinggo,2024,1,dokter_spesialis,23,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3574,Kota Probolinggo,2024,1,dokter_gigi,18,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3574,Kota Probolinggo,2024,1,perawat,142,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3574,Kota Probolinggo,2024,1,bidan,96,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3574,Kota Probolinggo,2024,1,ahli_gizi,5,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3574,Kota Probolinggo,2024,1,sanitarian,5,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3575,Kota Pasuruan,2024,1,dokter_umum,34,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3575,Kota Pasuruan,2024,1,dokter_spesialis,35,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3575,Kota Pasuruan,2024,1,dokter_gigi,15,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3575,Kota Pasuruan,2024,1,perawat,141,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3575,Kota Pasuruan,2024,1,bidan,112,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3575,Kota Pasuruan,2024,1,ahli_gizi,5,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3575,Kota Pasuruan,2024,1,sanitarian,7,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3576,Kota Mojokerto,2024,1,dokter_umum,20,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3576,Kota Mojokerto,2024,1,dokter_spesialis,16,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3576,Kota Mojokerto,2024,1,dokter_gigi,8,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3576,Kota Mojokerto,2024,1,perawat,95,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3576,Kota Mojokerto,2024,1,bidan,50,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3576,Kota Mojokerto,2024,1,ahli_gizi,5,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3576,Kota Mojokerto,2024,1,sanitarian,4,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3577,Kota Madiun,2024,1,dokter_umum,36,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3577,Kota Madiun,2024,1,dokter_spesialis,27,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3577,Kota Madiun,2024,1,dokter_gigi,10,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3577,Kota Madiun,2024,1,perawat,134,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3577,Kota Madiun,2024,1,bidan,114,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3577,Kota Madiun,2024,1,ahli_gizi,7,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3577,Kota Madiun,2024,1,sanitarian,7,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3578,Kota Surabaya,2024,1,dokter_umum,590,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3578,Kota Surabaya,2024,1,dokter_spesialis,192,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3578,Kota Surabaya,2024,1,dokter_gigi,192,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3578,Kota Surabaya,2024,1,perawat,1375,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3578,Kota Surabaya,2024,1,bidan,1484,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3578,Kota Surabaya,2024,1,ahli_gizi,89,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3578,Kota Surabaya,2024,1,sanitarian,106,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3579,Kota Batu,2024,1,dokter_umum,26,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3579,Kota Batu,2024,1,dokter_spesialis,37,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3579,Kota Batu,2024,1,dokter_gigi,8,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3579,Kota Batu,2024,1,perawat,100,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3579,Kota Batu,2024,1,bidan,75,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3579,Kota Batu,2024,1,ahli_gizi,5,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3579,Kota Batu,2024,1,sanitarian,8,Semua Faskes,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
