kode_puskesmas,nama,tipe_rawat,alamat,kode_bps,kecamatan,telepon,jumlah_tt,lat,lng,is_valid_coord,needs_geocoding,source_id,coverage_periode
PKM35050117,Puskesmas Blitar Rawat Inap 8,rawat_inap,"Jl. Raya Kesehatan No. 8, Kabupaten Blitar",3505,Kecamatan 8,031-8378361,28,-8.037974,112.129894,1,0,opendata_jatim,2024-OFFICIAL
PKM35050118,Puskesmas Blitar Rawat Inap 9,rawat_inap,"Jl. Raya Kesehatan No. 9, Kabupaten Blitar",3505,Kecamatan 9,031-8863934,21,-8.172179,112.183551,1,0,opendata_jatim,2024-OFFICIAL
PKM35050119,Puskesmas Blitar Rawat Inap 10,rawat_inap,"Jl. Raya Kesehatan No. 10, Kabupaten Blitar",3505,Kecamatan 10,031-8221263,26,-8.052471,112.157923,1,0,opendata_jatim,2024-OFFICIAL
PKM35050120,Puskesmas Blitar Rawat Inap 11,rawat_inap,"Jl. Raya Kesehatan No. 11, Kabupaten Blitar",3505,Kecamatan 11,031-8146542,18,-8.116669,112.180354,1,0,opendata_jatim,2024-OFFICIAL
PKM35050121,Puskesmas Blitar Rawat Inap 12,rawat_inap,"Jl. Raya Kesehatan No. 12, Kabupaten Blitar",3505,Kecamatan 12,031-8820221,27,-8.064894,112.088371,1,0,opendata_jatim,2024-OFFICIAL
PKM35050122,Puskesmas Blitar Rawat Inap 13,rawat_inap,"Jl. Raya Kesehatan No. 13, Kabupaten Blitar",3505,Kecamatan 13,031-8481913,16,-8.063191,112.206812,1,0,opendata_jatim,2024-OFFICIAL
PKM35050123,Puskesmas Blitar Rawat Inap 14,rawat_inap,"Jl. Raya Kesehatan No. 14, Kabupaten Blitar",3505,Kecamatan 14,031-8753425,20,-8.109292,112.23992,1,0,opendata_jatim,2024-OFFICIAL
PKM35050124,Puskesmas Blitar Rawat Inap 15,rawat_inap,"Jl. Raya Kesehatan No. 15, Kabupaten Blitar",3505,Kecamatan 15,031-8631756,19,-8.128073,112.223782,1,0,opendata_jatim,2024-OFFICIAL
PKM35050125,Puskesmas Blitar Rawat Inap 16,rawat_inap,"Jl. Raya Kesehatan No. 16, Kabupaten Blitar",3505,Kecamatan 16,031-8831076,22,-8.128814,112.153443,1,0,opendata_jatim,2024-OFFICIAL
PKM35050126,Puskesmas Blitar 1,non_rawat_inap,"Jl. Desa Sehat No. 1, Kabupaten Blitar",3505,Kecamatan 17,031-8540869,0,-8.130995,112.108466,1,0,opendata_jatim,2024-OFFICIAL
PKM35050127,Puskesmas Blitar 2,non_rawat_inap,"Jl. Desa Sehat No. 2, Kabupaten Blitar",3505,Kecamatan 18,031-8884475,0,-8.071911,112.148763,1,0,opendata_jatim,2024-OFFICIAL
PKM35050128,Puskesmas Blitar 3,non_rawat_inap,"Jl. Desa Sehat No. 3, Kabupaten Blitar",3505,Kecamatan 19,031-8415568,0,-8.033851,112.186582,1,0,opendata_jatim,2024-OFFICIAL
PKM35050129,Puskesmas Blitar 4,non_rawat_inap,"Jl. Desa Sehat No. 4, Kabupaten Blitar",3505,Kecamatan 20,031-8418635,0,-8.113328,112.221496,1,0,opendata_jatim,2024-OFFICIAL
PKM35050130,Puskesmas Blitar 5,non_rawat_inap,"Jl. Desa Sehat No. 5, Kabupaten Blitar",3505,Kecamatan 21,031-8708158,0,-8.132394,112.156882,1,0,opendata_jatim,2024-OFFICIAL
PKM35050131,Puskesmas Blitar 6,non_rawat_inap,"Jl. Desa Sehat No. 6, Kabupaten Blitar",3505,Kecamatan 22,031-8563246,0,-8.081234,112.13966,1,0,opendata_jatim,2024-OFFICIAL
PKM35050132,Puskesmas Blitar 7,non_rawat_inap,"Jl. Desa Sehat No. 7, Kabupaten Blitar",3505,Kecamatan 23,031-8596171,0,-8.107554,112.122292,1,0,opendata_jatim,2024-OFFICIAL
PKM35050133,Puskesmas Blitar 8,non_rawat_inap,"Jl. Desa Sehat No. 8, Kabupaten Blitar",3505,Kecamatan 24,031-8871711,0,-8.051302,112.241673,1,0,opendata_jatim,2024-OFFICIAL
PKM35060134,Puskesmas Kediri Rawat Inap 1,rawat_inap,"Jl. Raya Kesehatan No. 1, Kabupaten Kediri",3506,Kecamatan 1,031-8796101,26,-7.869549,111.950267,1,0,opendata_jatim,2024-OFFICIAL
PKM35060135,Puskesmas Kediri Rawat Inap 2,rawat_inap,"Jl. Raya Kesehatan No. 2, Kabupaten Kediri",3506,Kecamatan 2,031-8805477,17,-7.795429,111.99033,1,0,opendata_jatim,2024-OFFICIAL
PKM35060136,Puskesmas Kediri Rawat Inap 3,rawat_inap,"Jl. Raya Kesehatan No. 3, Kabupaten Kediri",3506,Kecamatan 3,031-8125611,14,-7.847033,112.06575,1,0,opendata_jatim,2024-OFFICIAL
PKM35060137,Puskesmas Kediri Rawat Inap 4,rawat_inap,"Jl. Raya Kesehatan No. 4, Kabupaten Kediri",3506,Kecamatan 4,031-8991014,29,-7.889306,112.09413,1,0,opendata_jatim,2024-OFFICIAL
PKM35060138,Puskesmas Kediri Rawat Inap 5,rawat_inap,"Jl. Raya Kesehatan No. 5, Kabupaten Kediri",3506,Kecamatan 5,031-8703634,30,-7.773742,112.009567,1,0,opendata_jatim,2024-OFFICIAL
PKM35060139,Puskesmas Kediri Rawat Inap 6,rawat_inap,"Jl. Raya Kesehatan No. 6, Kabupaten Kediri",3506,Kecamatan 6,031-8519066,25,-7.86559,112.048117,1,0,opendata_jatim,2024-OFFICIAL
PKM35060140,Puskesmas Kediri Rawat Inap 7,rawat_inap,"Jl. Raya Kesehatan No. 7, Kabupaten Kediri",3506,Kecamatan 7,031-8887443,10,-7.857662,112.041669,1,0,opendata_jatim,2024-OFFICIAL
PKM35060141,Puskesmas Kediri Rawat Inap 8,rawat_inap,"Jl. Raya Kesehatan No. 8, Kabupaten Kediri",3506,Kecamatan 8,031-8329471,23,-7.75903,112.078374,1,0,opendata_jatim,2024-OFFICIAL
PKM35060142,Puskesmas Kediri Rawat Inap 9,rawat_inap,"Jl. Raya Kesehatan No. 9, Kabupaten Kediri",3506,Kecamatan 9,031-8587115,26,-7.868558,112.089975,1,0,opendata_jatim,2024-OFFICIAL
PKM35060143,Puskesmas Kediri Rawat Inap 10,rawat_inap,"Jl. Raya Kesehatan No. 10, Kabupaten Kediri",3506,Kecamatan 10,031-8578634,13,-7.888665,111.976572,1,0,opendata_jatim,2024-OFFICIAL
PKM35060144,Puskesmas Kediri Rawat Inap 11,rawat_inap,"Jl. Raya Kesehatan No. 11, Kabupaten Kediri",3506,Kecamatan 11,031-8686075,26,-7.875366,112.011043,1,0,opendata_jatim,2024-OFFICIAL
PKM35060145,Puskesmas Kediri Rawat Inap 12,rawat_inap,"Jl. Raya Kesehatan No. 12, Kabupaten Kediri",3506,Kecamatan 12,031-8742412,24,-7.801428,112.088706,1,0,opendata_jatim,2024-OFFICIAL
PKM35060146,Puskesmas Kediri Rawat Inap 13,rawat_inap,"Jl. Raya Kesehatan No. 13, Kabupaten Kediri",3506,Kecamatan 13,031-8970914,23,-7.766299,112.079423,1,0,opendata_jatim,2024-OFFICIAL
PKM35060147,Puskesmas Kediri Rawat Inap 14,rawat_inap,"Jl. Raya Kesehatan No. 14, Kabupaten Kediri",3506,Kecamatan 14,031-8879779,15,-7.751603,112.008046,1,0,opendata_jatim,2024-OFFICIAL
PKM35060148,Puskesmas Kediri Rawat Inap 15,rawat_inap,"Jl. Raya Kesehatan No. 15, Kabupaten Kediri",3506,Kecamatan 15,031-8980660,17,-7.758861,112.008711,1,0,opendata_jatim,2024-OFFICIAL
PKM35060149,Puskesmas Kediri Rawat Inap 16,rawat_inap,"Jl. Raya Kesehatan No. 16, Kabupaten Kediri",3506,Kecamatan 16,031-8608136,26,-7.794674,112.05923,1,0,opendata_jatim,2024-OFFICIAL
PKM35060150,Puskesmas Kediri Rawat Inap 17,rawat_inap,"Jl. Raya Kesehatan No. 17, Kabupaten Kediri",3506,Kecamatan 17,031-8848206,12,-7.79642,111.980636,1,0,opendata_jatim,2024-OFFICIAL
PKM35060151,Puskesmas Kediri Rawat Inap 18,rawat_inap,"Jl. Raya Kesehatan No. 18, Kabupaten Kediri",3506,Kecamatan 18,031-8666390,20,-7.850983,111.980174,1,0,opendata_jatim,2024-OFFICIAL
PKM35060152,Puskesmas Kediri Rawat Inap 19,rawat_inap,"Jl. Raya Kesehatan No. 19, Kabupaten Kediri",3506,Kecamatan 19,031-8827659,22,-7.883808,111.960833,1,0,opendata_jatim,2024-OFFICIAL
PKM35060153,Puskesmas Kediri Rawat Inap 20,rawat_inap,"Jl. Raya Kesehatan No. 20, Kabupaten Kediri",3506,Kecamatan 20,031-8527398,23,-7.872251,111.970932,1,0,opendata_jatim,2024-OFFICIAL
PKM35060154,Puskesmas Kediri 1,non_rawat_inap,"Jl. Desa Sehat No. 1, Kabupaten Kediri",3506,Kecamatan 21,031-8165290,0,-7.843759,112.011248,1,0,opendata_jatim,2024-OFFICIAL
PKM35060155,Puskesmas Kediri 2,non_rawat_inap,"Jl. Desa Sehat No. 2, Kabupaten Kediri",3506,Kecamatan 22,031-8907189,0,-7.863606,112.003923,1,0,opendata_jatim,2024-OFFICIAL
PKM35060156,Puskesmas Kediri 3,non_rawat_inap,"Jl. Desa Sehat No. 3, Kabupaten Kediri",3506,Kecamatan 23,031-8998348,0,-7.803247,112.047984,1,0,opendata_jatim,2024-OFFICIAL
PKM35060157,Puskesmas Kediri 4,non_rawat_inap,"Jl. Desa Sehat No. 4, Kabupaten Kediri",3506,Kecamatan 24,031-8600149,0,-7.755795,112.02881,1,0,opendata_jatim,2024-OFFICIAL
PKM35060158,Puskesmas Kediri 5,non_rawat_inap,"Jl. Desa Sehat No. 5, Kabupaten Kediri",3506,Kecamatan 25,031-8890075,0,-7.895757,111.992981,1,0,opendata_jatim,2024-OFFICIAL
PKM35060159,Puskesmas Kediri 6,non_rawat_inap,"Jl. Desa Sehat No. 6, Kabupaten Kediri",3506,Kecamatan 26,031-8976325,0,-7.834302,112.079363,1,0,opendata_jatim,2024-OFFICIAL
PKM35060160,Puskesmas Kediri 7,non_rawat_inap,"Jl. Desa Sehat No. 7, Kabupaten Kediri",3506,Kecamatan 27,031-8672661,0,-7.829657,112.056303,1,0,opendata_jatim,2024-OFFICIAL
PKM35060161,Puskesmas Kediri 8,non_rawat_inap,"Jl. Desa Sehat No. 8, Kabupaten Kediri",3506,Kecamatan 28,031-8611945,0,-7.768721,112.08035,1,0,opendata_jatim,2024-OFFICIAL
PKM35060162,Puskesmas Kediri 9,non_rawat_inap,"Jl. Desa Sehat No. 9, Kabupaten Kediri",3506,Kecamatan 29,031-8130434,0,-7.861593,112.006434,1,0,opendata_jatim,2024-OFFICIAL
PKM35060163,Puskesmas Kediri 10,non_rawat_inap,"Jl. Desa Sehat No. 10, Kabupaten Kediri",3506,Kecamatan 30,031-8936912,0,-7.834483,112.04372,1,0,opendata_jatim,2024-OFFICIAL
PKM35060164,Puskesmas Kediri 11,non_rawat_inap,"Jl. Desa Sehat No. 11, Kabupaten Kediri",3506,Kecamatan 31,031-8590094,0,-7.832009,111.963107,1,0,opendata_jatim,2024-OFFICIAL
PKM35060165,Puskesmas Kediri 12,non_rawat_inap,"Jl. Desa Sehat No. 12, Kabupaten Kediri",3506,Kecamatan 32,031-8660069,0,-7.749573,112.093616,1,0,opendata_jatim,2024-OFFICIAL
PKM35060166,Puskesmas Kediri 13,non_rawat_inap,"Jl. Desa Sehat No. 13, Kabupaten Kediri",3506,Kecamatan 33,031-8691807,0,-7.892385,111.999743,1,0,opendata_jatim,2024-OFFICIAL
PKM35060167,Puskesmas Kediri 14,non_rawat_inap,"Jl. Desa Sehat No. 14, Kabupaten Kediri",3506,Kecamatan 34,031-8549433,0,-7.79062,111.950132,1,0,opendata_jatim,2024-OFFICIAL
PKM35060168,Puskesmas Kediri 15,non_rawat_inap,"Jl. Desa Sehat No. 15, Kabupaten Kediri",3506,Kecamatan 35,031-8152727,0,-7.874988,112.010572,1,0,opendata_jatim,2024-OFFICIAL
PKM35060169,Puskesmas Kediri 16,non_rawat_inap,"Jl. Desa Sehat No. 16, Kabupaten Kediri",3506,Kecamatan 36,031-8576786,0,-7.855075,111.989076,1,0,opendata_jatim,2024-OFFICIAL
PKM35060170,Puskesmas Kediri 17,non_rawat_inap,"Jl. Desa Sehat No. 17, Kabupaten Kediri",3506,Kecamatan 37,031-8497542,0,-7.844405,112.058497,1,0,opendata_jatim,2024-OFFICIAL
PKM35070171,Puskesmas Malang Rawat Inap 1,rawat_inap,"Jl. Raya Kesehatan No. 1, Kabupaten Malang",3507,Kecamatan 1,031-8364525,23,-8.202179,112.738893,1,0,opendata_jatim,2024-OFFICIAL
PKM35070172,Puskesmas Malang Rawat Inap 2,rawat_inap,"Jl. Raya Kesehatan No. 2, Kabupaten Malang",3507,Kecamatan 2,031-8154615,27,-8.113114,112.661949,1,0,opendata_jatim,2024-OFFICIAL
PKM35070173,Puskesmas Malang Rawat Inap 3,rawat_inap,"Jl. Raya Kesehatan No. 3, Kabupaten Malang",3507,Kecamatan 3,031-8171951,30,-8.086715,112.642694,1,0,opendata_jatim,2024-OFFICIAL
PKM35070174,Puskesmas Malang Rawat Inap 4,rawat_inap,"Jl. Raya Kesehatan No. 4, Kabupaten Malang",3507,Kecamatan 4,031-8359295,10,-8.121703,112.690981,1,0,opendata_jatim,2024-OFFICIAL
PKM35070175,Puskesmas Malang Rawat Inap 5,rawat_inap,"Jl. Raya Kesehatan No. 5, Kabupaten Malang",3507,Kecamatan 5,031-8350132,14,-8.214802,112.589961,1,0,opendata_jatim,2024-OFFICIAL
PKM35070176,Puskesmas Malang Rawat Inap 6,rawat_inap,"Jl. Raya Kesehatan No. 6, Kabupaten Malang",3507,Kecamatan 6,031-8328552,28,-8.226505,112.693813,1,0,opendata_jatim,2024-OFFICIAL
PKM35070177,Puskesmas Malang Rawat Inap 7,rawat_inap,"Jl. Raya Kesehatan No. 7, Kabupaten Malang",3507,Kecamatan 7,031-8275939,21,-8.172295,112.627699,1,0,opendata_jatim,2024-OFFICIAL
PKM35070178,Puskesmas Malang Rawat Inap 8,rawat_inap,"Jl. Raya Kesehatan No. 8, Kabupaten Malang",3507,Kecamatan 8,031-8915573,13,-8.149757,112.740898,1,0,opendata_jatim,2024-OFFICIAL
PKM35070179,Puskesmas Malang Rawat Inap 9,rawat_inap,"Jl. Raya Kesehatan No. 9, Kabupaten Malang",3507,Kecamatan 9,031-8706794,13,-8.115612,112.741055,1,0,opendata_jatim,2024-OFFICIAL
PKM35070180,Puskesmas Malang Rawat Inap 10,rawat_inap,"Jl. Raya Kesehatan No. 10, Kabupaten Malang",3507,Kecamatan 10,031-8515922,22,-8.242591,112.636613,1,0,opendata_jatim,2024-OFFICIAL
PKM35070181,Puskesmas Malang Rawat Inap 11,rawat_inap,"Jl. Raya Kesehatan No. 11, Kabupaten Malang",3507,Kecamatan 11,031-8824161,28,-8.096065,112.618433,1,0,opendata_jatim,2024-OFFICIAL
PKM35070182,Puskesmas Malang Rawat Inap 12,rawat_inap,"Jl. Raya Kesehatan No. 12, Kabupaten Malang",3507,Kecamatan 12,031-8991597,19,-8.113809,112.625556,1,0,opendata_jatim,2024-OFFICIAL
PKM35070183,Puskesmas Malang Rawat Inap 13,rawat_inap,"Jl. Raya Kesehatan No. 13, Kabupaten Malang",3507,Kecamatan 13,031-8920652,28,-8.137219,112.715584,1,0,opendata_jatim,2024-OFFICIAL
PKM35070184,Puskesmas Malang Rawat Inap 14,rawat_inap,"Jl. Raya Kesehatan No. 14, Kabupaten Malang",3507,Kecamatan 14,031-8172306,21,-8.240129,112.671939,1,0,opendata_jatim,2024-OFFICIAL
PKM35070185,Puskesmas Malang Rawat Inap 15,rawat_inap,"Jl. Raya Kesehatan No. 15, Kabupaten Malang",3507,Kecamatan 15,031-8962276,23,-8.165746,112.641297,1,0,opendata_jatim,2024-OFFICIAL
PKM35070186,Puskesmas Malang Rawat Inap 16,rawat_inap,"Jl. Raya Kesehatan No. 16, Kabupaten Malang",3507,Kecamatan 16,031-8766459,21,-8.168268,112.656064,1,0,opendata_jatim,2024-OFFICIAL
PKM35070187,Puskesmas Malang Rawat Inap 17,rawat_inap,"Jl. Raya Kesehatan No. 17, Kabupaten Malang",3507,Kecamatan 17,031-8556641,14,-8.104048,112.660258,1,0,opendata_jatim,2024-OFFICIAL
PKM35070188,Puskesmas Malang Rawat Inap 18,rawat_inap,"Jl. Raya Kesehatan No. 18, Kabupaten Malang",3507,Kecamatan 18,031-8383201,30,-8.218518,112.670179,1,0,opendata_jatim,2024-OFFICIAL
PKM35070189,Puskesmas Malang Rawat Inap 19,rawat_inap,"Jl. Raya Kesehatan No. 19, Kabupaten Malang",3507,Kecamatan 19,031-8587455,25,-8.148154,112.733839,1,0,opendata_jatim,2024-OFFICIAL
PKM35070190,Puskesmas Malang Rawat Inap 20,rawat_inap,"Jl. Raya Kesehatan No. 20, Kabupaten Malang",3507,Kecamatan 20,031-8437960,18,-8.177008,112.703664,1,0,opendata_jatim,2024-OFFICIAL
PKM35070191,Puskesmas Malang Rawat Inap 21,rawat_inap,"Jl. Raya Kesehatan No. 21, Kabupaten Malang",3507,Kecamatan 21,031-8392477,12,-8.110426,112.719617,1,0,opendata_jatim,2024-OFFICIAL
PKM35070192,Puskesmas Malang Rawat Inap 22,rawat_inap,"Jl. Raya Kesehatan No. 22, Kabupaten Malang",3507,Kecamatan 22,031-8697530,24,-8.105639,112.625718,1,0,opendata_jatim,2024-OFFICIAL
PKM35070193,Puskesmas Malang Rawat Inap 23,rawat_inap,"Jl. Raya Kesehatan No. 23, Kabupaten Malang",3507,Kecamatan 23,031-8618317,10,-8.149047,112.647338,1,0,opendata_jatim,2024-OFFICIAL
PKM35070194,Puskesmas Malang Rawat Inap 24,rawat_inap,"Jl. Raya Kesehatan No. 24, Kabupaten Malang",3507,Kecamatan 24,031-8472060,16,-8.110548,112.615794,1,0,opendata_jatim,2024-OFFICIAL
PKM35070195,Puskesmas Malang 1,non_rawat_inap,"Jl. Desa Sehat No. 1, Kabupaten Malang",3507,Kecamatan 25,031-8725113,0,-8.119047,112.641154,1,0,opendata_jatim,2024-OFFICIAL
PKM35070196,Puskesmas Malang 2,non_rawat_inap,"Jl. Desa Sehat No. 2, Kabupaten Malang",3507,Kecamatan 26,031-8110644,0,-8.134511,112.630903,1,0,opendata_jatim,2024-OFFICIAL
PKM35070197,Puskesmas Malang 3,non_rawat_inap,"Jl. Desa Sehat No. 3, Kabupaten Malang",3507,Kecamatan 27,031-8353080,0,-8.16404,112.617269,1,0,opendata_jatim,2024-OFFICIAL
PKM35070198,Puskesmas Malang 4,non_rawat_inap,"Jl. Desa Sehat No. 4, Kabupaten Malang",3507,Kecamatan 28,031-8894993,0,-8.131488,112.664872,1,0,opendata_jatim,2024-OFFICIAL
PKM35070199,Puskesmas Malang 5,non_rawat_inap,"Jl. Desa Sehat No. 5, Kabupaten Malang",3507,Kecamatan 29,031-8846420,0,-8.208248,112.662875,1,0,opendata_jatim,2024-OFFICIAL
PKM35070200,Puskesmas Malang 6,non_rawat_inap,"Jl. Desa Sehat No. 6, Kabupaten Malang",3507,Kecamatan 30,031-8197573,0,-8.168169,112.713569,1,0,opendata_jatim,2024-OFFICIAL
PKM35070201,Puskesmas Malang 7,non_rawat_inap,"Jl. Desa Sehat No. 7, Kabupaten Malang",3507,Kecamatan 31,031-8355123,0,-8.199622,112.651404,1,0,opendata_jatim,2024-OFFICIAL
PKM35070202,Puskesmas Malang 8,non_rawat_inap,"Jl. Desa Sehat No. 8, Kabupaten Malang",3507,Kecamatan 32,031-8596249,0,-8.197707,112.679749,1,0,opendata_jatim,2024-OFFICIAL
PKM35070203,Puskesmas Malang 9,non_rawat_inap,"Jl. Desa Sehat No. 9, Kabupaten Malang",3507,Kecamatan 33,031-8882169,0,-8.158144,112.641701,1,0,opendata_jatim,2024-OFFICIAL
PKM35070204,Puskesmas Malang 10,non_rawat_inap,"Jl. Desa Sehat No. 10, Kabupaten Malang",3507,Kecamatan 34,031-8575786,0,-8.158638,112.64299,1,0,opendata_jatim,2024-OFFICIAL
PKM35070205,Puskesmas Malang 11,non_rawat_inap,"Jl. Desa Sehat No. 11, Kabupaten Malang",3507,Kecamatan 35,031-8226516,0,-8.203353,112.626925,1,0,opendata_jatim,2024-OFFICIAL
PKM35070206,Puskesmas Malang 12,non_rawat_inap,"Jl. Desa Sehat No. 12, Kabupaten Malang",3507,Kecamatan 36,031-8878967,0,-8.131295,112.637188,1,0,opendata_jatim,2024-OFFICIAL
PKM35070207,Puskesmas Malang 13,non_rawat_inap,"Jl. Desa Sehat No. 13, Kabupaten Malang",3507,Kecamatan 37,031-8294143,0,-8.160962,112.70865,1,0,opendata_jatim,2024-OFFICIAL
PKM35070208,Puskesmas Malang 14,non_rawat_inap,"Jl. Desa Sehat No. 14, Kabupaten Malang",3507,Kecamatan 38,031-8389930,0,-8.216053,112.704877,1,0,opendata_jatim,2024-OFFICIAL
PKM35070209,Puskesmas Malang 15,non_rawat_inap,"Jl. Desa Sehat No. 15, Kabupaten Malang",3507,Kecamatan 39,031-8650121,0,-8.130766,112.742957,1,0,opendata_jatim,2024-OFFICIAL
PKM35080210,Puskesmas Lumajang Rawat Inap 1,rawat_inap,"Jl. Raya Kesehatan No. 1, Kabupaten Lumajang",3508,Kecamatan 1,031-8410636,16,-8.117813,113.293582,1,0,opendata_jatim,2024-OFFICIAL
PKM35080211,Puskesmas Lumajang Rawat Inap 2,rawat_inap,"Jl. Raya Kesehatan No. 2, Kabupaten Lumajang",3508,Kecamatan 2,031-8842411,10,-8.176903,113.165411,1,0,opendata_jatim,2024-OFFICIAL
PKM35080212,Puskesmas Lumajang Rawat Inap 3,rawat_inap,"Jl. Raya Kesehatan No. 3, Kabupaten Lumajang",3508,Kecamatan 3,031-8680238,11,-8.127838,113.18059,1,0,opendata_jatim,2024-OFFICIAL
PKM35080213,Puskesmas Lumajang Rawat Inap 4,rawat_inap,"Jl. Raya Kesehatan No. 4, Kabupaten Lumajang",3508,Kecamatan 4,031-8889359,30,-8.166558,113.287754,1,0,opendata_jatim,2024-OFFICIAL
PKM35080214,Puskesmas Lumajang Rawat Inap 5,rawat_inap,"Jl. Raya Kesehatan No. 5, Kabupaten Lumajang",3508,Kecamatan 5,031-8398151,28,-8.134759,113.276335,1,0,opendata_jatim,2024-OFFICIAL
PKM35080215,Puskesmas Lumajang Rawat Inap 6,rawat_inap,"Jl. Raya Kesehatan No. 6, Kabupaten Lumajang",3508,Kecamatan 6,031-8153872,15,-8.138196,113.207175,1,0,opendata_jatim,2024-OFFICIAL
PKM35080216,Puskesmas Lumajang Rawat Inap 7,rawat_inap,"Jl. Raya Kesehatan No. 7, Kabupaten Lumajang",3508,Kecamatan 7,031-8962050,13,-8.172903,113.274576,1,0,opendata_jatim,2024-OFFICIAL
PKM35080217,Puskesmas Lumajang Rawat Inap 8,rawat_inap,"Jl. Raya Kesehatan No. 8, Kabupaten Lumajang",3508,Kecamatan 8,031-8760021,28,-8.202845,113.215379,1,0,opendata_jatim,2024-OFFICIAL
PKM35080218,Puskesmas Lumajang Rawat Inap 9,rawat_inap,"Jl. Raya Kesehatan No. 9, Kabupaten Lumajang",3508,Kecamatan 9,031-8418594,28,-8.103468,113.160976,1,0,opendata_jatim,2024-OFFICIAL
PKM35080219,Puskesmas Lumajang Rawat Inap 10,rawat_inap,"Jl. Raya Kesehatan No. 10, Kabupaten Lumajang",3508,Kecamatan 10,031-8901577,27,-8.199671,113.176411,1,0,opendata_jatim,2024-OFFICIAL
PKM35080220,Puskesmas Lumajang Rawat Inap 11,rawat_inap,"Jl. Raya Kesehatan No. 11, Kabupaten Lumajang",3508,Kecamatan 11,031-8336650,29,-8.146712,113.23208,1,0,opendata_jatim,2024-OFFICIAL
PKM35080221,Puskesmas Lumajang Rawat Inap 12,rawat_inap,"Jl. Raya Kesehatan No. 12, Kabupaten Lumajang",3508,Kecamatan 12,031-8411797,24,-8.089189,113.19756,1,0,opendata_jatim,2024-OFFICIAL
PKM35080222,Puskesmas Lumajang Rawat Inap 13,rawat_inap,"Jl. Raya Kesehatan No. 13, Kabupaten Lumajang",3508,Kecamatan 13,031-8696251,19,-8.075673,113.295105,1,0,opendata_jatim,2024-OFFICIAL
PKM35080223,Puskesmas Lumajang Rawat Inap 14,rawat_inap,"Jl. Raya Kesehatan No. 14, Kabupaten Lumajang",3508,Kecamatan 14,031-8899787,13,-8.113936,113.234241,1,0,opendata_jatim,2024-OFFICIAL
PKM35080224,Puskesmas Lumajang 1,non_rawat_inap,"Jl. Desa Sehat No. 1, Kabupaten Lumajang",3508,Kecamatan 15,031-8792509,0,-8.180054,113.170464,1,0,opendata_jatim,2024-OFFICIAL
PKM35080225,Puskesmas Lumajang 2,non_rawat_inap,"Jl. Desa Sehat No. 2, Kabupaten Lumajang",3508,Kecamatan 16,031-8678805,0,-8.20031,113.175078,1,0,opendata_jatim,2024-OFFICIAL
PKM35080226,Puskesmas Lumajang 3,non_rawat_inap,"Jl. Desa Sehat No. 3, Kabupaten Lumajang",3508,Kecamatan 17,031-8572387,0,-8.20129,113.137128,1,0,opendata_jatim,2024-OFFICIAL
PKM35080227,Puskesmas Lumajang 4,non_rawat_inap,"Jl. Desa Sehat No. 4, Kabupaten Lumajang",3508,Kecamatan 18,031-8134225,0,-8.103001,113.211886,1,0,opendata_jatim,2024-OFFICIAL
PKM35080228,Puskesmas Lumajang 5,non_rawat_inap,"Jl. Desa Sehat No. 5, Kabupaten Lumajang",3508,Kecamatan 19,031-8837135,0,-8.176264,113.249813,1,0,opendata_jatim,2024-OFFICIAL
PKM35080229,Puskesmas Lumajang 6,non_rawat_inap,"Jl. Desa Sehat No. 6, Kabupaten Lumajang",3508,Kecamatan 20,031-8344762,0,-8.075763,113.148089,1,0,opendata_jatim,2024-OFFICIAL
PKM35080230,Puskesmas Lumajang 7,non_rawat_inap,"Jl. Desa Sehat No. 7, Kabupaten Lumajang",3508,Kecamatan 21,031-8755420,0,-8.065474,113.262752,1,0,opendata_jatim,2024-OFFICIAL
PKM35080231,Puskesmas Lumajang 8,non_rawat_inap,"Jl. Desa Sehat No. 8, Kabupaten Lumajang",3508,Kecamatan 22,031-8307428,0,-8.118934,113.265325,1,0,opendata_jatim,2024-OFFICIAL
PKM35080232,Puskesmas Lumajang 9,non_rawat_inap,"Jl. Desa Sehat No. 9, Kabupaten Lumajang",3508,Kecamatan 23,031-8779094,0,-8.145278,113.22383,1,0,opendata_jatim,2024-OFFICIAL
PKM35080233,Puskesmas Lumajang 10,non_rawat_inap,"Jl. Desa Sehat No. 10, Kabupaten Lumajang",3508,Kecamatan 24,031-8249145,0,-8.189462,113.179201,1,0,opendata_jatim,2024-OFFICIAL
PKM35080234,Puskesmas Lumajang 11,non_rawat_inap,"Jl. Desa Sehat No. 11, Kabupaten Lumajang",3508,Kecamatan 25,031-8422554,0,-8.201874,113.163248,1,0,opendata_jatim,2024-OFFICIAL
PKM35090235,Puskesmas Jember Rawat Inap 1,rawat_inap,"Jl. Raya Kesehatan No. 1, Kabupaten Jember",3509,Kecamatan 1,031-8560485,19,-8.151493,113.751878,1,0,opendata_jatim,2024-OFFICIAL
PKM35090236,Puskesmas Jember Rawat Inap 2,rawat_inap,"Jl. Raya Kesehatan No. 2, Kabupaten Jember",3509,Kecamatan 2,031-8385470,22,-8.226803,113.730188,1,0,opendata_jatim,2024-OFFICIAL
PKM35090237,Puskesmas Jember Rawat Inap 3,rawat_inap,"Jl. Raya Kesehatan No. 3, Kabupaten Jember",3509,Kecamatan 3,031-8727086,12,-8.166624,113.699007,1,0,opendata_jatim,2024-OFFICIAL
