kode_bps,nama_wilayah,tahun,triwulan,tipe_pelayanan,nama_penyakit,kode_icd10,jumlah_pasien,status_kasus,sumber_data,coverage_periode
3510,Kabupaten Banyuwangi,2024,Q3,rawat_jalan,Diabetes Melitus Tipe 2,E11,922,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3510,Kabupaten Banyuwangi,2024,Q3,rawat_inap,Pneumonia,J18,431,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3510,Kabupaten Banyuwangi,2024,Q3,rawat_jalan,Demam Tifoid,A01,392,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3510,Kabupaten Banyuwangi,2024,Q3,rawat_inap,Penyakit Jantung Iskemik,I25,562,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3510,Kabupaten Banyuwangi,2024,Q3,rawat_jalan,Gastritis dan Duodenitis,K29,823,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3510,Kabupaten Banyuwangi,2024,Q4,rawat_jalan,Infeksi Saluran Pernapasan Akut (ISPA),J06,1498,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3510,Kabupaten Banyuwangi,2024,Q4,rawat_inap,Demam Berdarah Dengue (DBD),A90,915,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3510,Kabupaten Banyuwangi,2024,Q4,rawat_inap,Tuberkulosis Paru (TB),A15,625,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3510,Kabupaten Banyuwangi,2024,Q4,rawat_jalan,Diare dan Gastroenteritis,A09,1467,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3510,Kabupaten Banyuwangi,2024,Q4,rawat_jalan,Hipertensi Esensial,I10,1863,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3510,Kabupaten Banyuwangi,2024,Q4,rawat_jalan,Diabetes Melitus Tipe 2,E11,1293,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3510,Kabupaten Banyuwangi,2024,Q4,rawat_inap,Pneumonia,J18,430,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3510,Kabupaten Banyuwangi,2024,Q4,rawat_jalan,Demam Tifoid,A01,460,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3510,Kabupaten Banyuwangi,2024,Q4,rawat_inap,Penyakit Jantung Iskemik,I25,610,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3510,Kabupaten Banyuwangi,2024,Q4,rawat_jalan,Gastritis dan Duodenitis,K29,703,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3511,Kabupaten Bondowoso,2024,Q1,rawat_jalan,Infeksi Saluran Pernapasan Akut (ISPA),J06,774,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3511,Kabupaten Bondowoso,2024,Q1,rawat_inap,Demam Berdarah Dengue (DBD),A90,223,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3511,Kabupaten Bondowoso,2024,Q1,rawat_inap,Tuberkulosis Paru (TB),A15,216,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3511,Kabupaten Bondowoso,2024,Q1,rawat_jalan,Diare dan Gastroenteritis,A09,636,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3511,Kabupaten Bondowoso,2024,Q1,rawat_jalan,Hipertensi Esensial,I10,1154,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3511,Kabupaten Bondowoso,2024,Q1,rawat_jalan,Diabetes Melitus Tipe 2,E11,686,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3511,Kabupaten Bondowoso,2024,Q1,rawat_inap,Pneumonia,J18,170,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3511,Kabupaten Bondowoso,2024,Q1,rawat_jalan,Demam Tifoid,A01,358,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3511,Kabupaten Bondowoso,2024,Q1,rawat_inap,Penyakit Jantung Iskemik,I25,240,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3511,Kabupaten Bondowoso,2024,Q1,rawat_jalan,Gastritis dan Duodenitis,K29,481,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3511,Kabupaten Bondowoso,2024,Q2,rawat_jalan,Infeksi Saluran Pernapasan Akut (ISPA),J06,827,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3511,Kabupaten Bondowoso,2024,Q2,rawat_inap,Demam Berdarah Dengue (DBD),A90,377,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3511,Kabupaten Bondowoso,2024,Q2,rawat_inap,Tuberkulosis Paru (TB),A15,91,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3511,Kabupaten Bondowoso,2024,Q2,rawat_jalan,Diare dan Gastroenteritis,A09,749,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3511,Kabupaten Bondowoso,2024,Q2,rawat_jalan,Hipertensi Esensial,I10,1116,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3511,Kabupaten Bondowoso,2024,Q2,rawat_jalan,Diabetes Melitus Tipe 2,E11,934,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3511,Kabupaten Bondowoso,2024,Q2,rawat_inap,Pneumonia,J18,245,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3511,Kabupaten Bondowoso,2024,Q2,rawat_jalan,Demam Tifoid,A01,275,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3511,Kabupaten Bondowoso,2024,Q2,rawat_inap,Penyakit Jantung Iskemik,I25,277,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3511,Kabupaten Bondowoso,2024,Q2,rawat_jalan,Gastritis dan Duodenitis,K29,439,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3511,Kabupaten Bondowoso,2024,Q3,rawat_jalan,Infeksi Saluran Pernapasan Akut (ISPA),J06,903,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3511,Kabupaten Bondowoso,2024,Q3,rawat_inap,Demam Berdarah Dengue (DBD),A90,442,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3511,Kabupaten Bondowoso,2024,Q3,rawat_inap,Tuberkulosis Paru (TB),A15,186,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3511,Kabupaten Bondowoso,2024,Q3,rawat_jalan,Diare dan Gastroenteritis,A09,703,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3511,Kabupaten Bondowoso,2024,Q3,rawat_jalan,Hipertensi Esensial,I10,552,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3511,Kabupaten Bondowoso,2024,Q3,rawat_jalan,Diabetes Melitus Tipe 2,E11,406,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3511,Kabupaten Bondowoso,2024,Q3,rawat_inap,Pneumonia,J18,244,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3511,Kabupaten Bondowoso,2024,Q3,rawat_jalan,Demam Tifoid,A01,305,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3511,Kabupaten Bondowoso,2024,Q3,rawat_inap,Penyakit Jantung Iskemik,I25,291,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3511,Kabupaten Bondowoso,2024,Q3,rawat_jalan,Gastritis dan Duodenitis,K29,533,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3511,Kabupaten Bondowoso,2024,Q4,rawat_jalan,Infeksi Saluran Pernapasan Akut (ISPA),J06,770,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3511,Kabupaten Bondowoso,2024,Q4,rawat_inap,Demam Berdarah Dengue (DBD),A90,289,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3511,Kabupaten Bondowoso,2024,Q4,rawat_inap,Tuberkulosis Paru (TB),A15,218,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3511,Kabupaten Bondowoso,2024,Q4,rawat_jalan,Diare dan Gastroenteritis,A09,623,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3511,Kabupaten Bondowoso,2024,Q4,rawat_jalan,Hipertensi Esensial,I10,1389,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3511,Kabupaten Bondowoso,2024,Q4,rawat_jalan,Diabetes Melitus Tipe 2,E11,611,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3511,Kabupaten Bondowoso,2024,Q4,rawat_inap,Pneumonia,J18,219,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3511,Kabupaten Bondowoso,2024,Q4,rawat_jalan,Demam Tifoid,A01,309,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3511,Kabupaten Bondowoso,2024,Q4,rawat_inap,Penyakit Jantung Iskemik,I25,140,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3511,Kabupaten Bondowoso,2024,Q4,rawat_jalan,Gastritis dan Duodenitis,K29,687,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3512,Kabupaten Situbondo,2024,Q1,rawat_jalan,Infeksi Saluran Pernapasan Akut (ISPA),J06,891,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3512,Kabupaten Situbondo,2024,Q1,rawat_inap,Demam Berdarah Dengue (DBD),A90,399,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3512,Kabupaten Situbondo,2024,Q1,rawat_inap,Tuberkulosis Paru (TB),A15,278,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3512,Kabupaten Situbondo,2024,Q1,rawat_jalan,Diare dan Gastroenteritis,A09,418,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3512,Kabupaten Situbondo,2024,Q1,rawat_jalan,Hipertensi Esensial,I10,932,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3512,Kabupaten Situbondo,2024,Q1,rawat_jalan,Diabetes Melitus Tipe 2,E11,645,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3512,Kabupaten Situbondo,2024,Q1,rawat_inap,Pneumonia,J18,194,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3512,Kabupaten Situbondo,2024,Q1,rawat_jalan,Demam Tifoid,A01,192,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3512,Kabupaten Situbondo,2024,Q1,rawat_inap,Penyakit Jantung Iskemik,I25,142,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3512,Kabupaten Situbondo,2024,Q1,rawat_jalan,Gastritis dan Duodenitis,K29,317,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3512,Kabupaten Situbondo,2024,Q2,rawat_jalan,Infeksi Saluran Pernapasan Akut (ISPA),J06,849,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3512,Kabupaten Situbondo,2024,Q2,rawat_inap,Demam Berdarah Dengue (DBD),A90,399,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3512,Kabupaten Situbondo,2024,Q2,rawat_inap,Tuberkulosis Paru (TB),A15,169,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3512,Kabupaten Situbondo,2024,Q2,rawat_jalan,Diare dan Gastroenteritis,A09,588,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3512,Kabupaten Situbondo,2024,Q2,rawat_jalan,Hipertensi Esensial,I10,1231,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3512,Kabupaten Situbondo,2024,Q2,rawat_jalan,Diabetes Melitus Tipe 2,E11,390,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3512,Kabupaten Situbondo,2024,Q2,rawat_inap,Pneumonia,J18,144,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3512,Kabupaten Situbondo,2024,Q2,rawat_jalan,Demam Tifoid,A01,332,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3512,Kabupaten Situbondo,2024,Q2,rawat_inap,Penyakit Jantung Iskemik,I25,177,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3512,Kabupaten Situbondo,2024,Q2,rawat_jalan,Gastritis dan Duodenitis,K29,531,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3512,Kabupaten Situbondo,2024,Q3,rawat_jalan,Infeksi Saluran Pernapasan Akut (ISPA),J06,1190,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3512,Kabupaten Situbondo,2024,Q3,rawat_inap,Demam Berdarah Dengue (DBD),A90,405,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3512,Kabupaten Situbondo,2024,Q3,rawat_inap,Tuberkulosis Paru (TB),A15,92,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3512,Kabupaten Situbondo,2024,Q3,rawat_jalan,Diare dan Gastroenteritis,A09,447,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3512,Kabupaten Situbondo,2024,Q3,rawat_jalan,Hipertensi Esensial,I10,1143,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3512,Kabupaten Situbondo,2024,Q3,rawat_jalan,Diabetes Melitus Tipe 2,E11,480,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3512,Kabupaten Situbondo,2024,Q3,rawat_inap,Pneumonia,J18,111,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3512,Kabupaten Situbondo,2024,Q3,rawat_jalan,Demam Tifoid,A01,296,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3512,Kabupaten Situbondo,2024,Q3,rawat_inap,Penyakit Jantung Iskemik,I25,145,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3512,Kabupaten Situbondo,2024,Q3,rawat_jalan,Gastritis dan Duodenitis,K29,491,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3512,Kabupaten Situbondo,2024,Q4,rawat_jalan,Infeksi Saluran Pernapasan Akut (ISPA),J06,1213,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3512,Kabupaten Situbondo,2024,Q4,rawat_inap,Demam Berdarah Dengue (DBD),A90,341,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3512,Kabupaten Situbondo,2024,Q4,rawat_inap,Tuberkulosis Paru (TB),A15,240,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3512,Kabupaten Situbondo,2024,Q4,rawat_jalan,Diare dan Gastroenteritis,A09,412,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3512,Kabupaten Situbondo,2024,Q4,rawat_jalan,Hipertensi Esensial,I10,915,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3512,Kabupaten Situbondo,2024,Q4,rawat_jalan,Diabetes Melitus Tipe 2,E11,616,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3512,Kabupaten Situbondo,2024,Q4,rawat_inap,Pneumonia,J18,125,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3512,Kabupaten Situbondo,2024,Q4,rawat_jalan,Demam Tifoid,A01,296,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3512,Kabupaten Situbondo,2024,Q4,rawat_inap,Penyakit Jantung Iskemik,I25,287,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3512,Kabupaten Situbondo,2024,Q4,rawat_jalan,Gastritis dan Duodenitis,K29,590,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3513,Kabupaten Probolinggo,2024,Q1,rawat_jalan,Infeksi Saluran Pernapasan Akut (ISPA),J06,1640,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3513,Kabupaten Probolinggo,2024,Q1,rawat_inap,Demam Berdarah Dengue (DBD),A90,540,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3513,Kabupaten Probolinggo,2024,Q1,rawat_inap,Tuberkulosis Paru (TB),A15,506,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3513,Kabupaten Probolinggo,2024,Q1,rawat_jalan,Diare dan Gastroenteritis,A09,913,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3513,Kabupaten Probolinggo,2024,Q1,rawat_jalan,Hipertensi Esensial,I10,1344,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3513,Kabupaten Probolinggo,2024,Q1,rawat_jalan,Diabetes Melitus Tipe 2,E11,789,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3513,Kabupaten Probolinggo,2024,Q1,rawat_inap,Pneumonia,J18,156,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3513,Kabupaten Probolinggo,2024,Q1,rawat_jalan,Demam Tifoid,A01,530,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3513,Kabupaten Probolinggo,2024,Q1,rawat_inap,Penyakit Jantung Iskemik,I25,520,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3513,Kabupaten Probolinggo,2024,Q1,rawat_jalan,Gastritis dan Duodenitis,K29,752,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3513,Kabupaten Probolinggo,2024,Q2,rawat_jalan,Infeksi Saluran Pernapasan Akut (ISPA),J06,2037,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3513,Kabupaten Probolinggo,2024,Q2,rawat_inap,Demam Berdarah Dengue (DBD),A90,642,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3513,Kabupaten Probolinggo,2024,Q2,rawat_inap,Tuberkulosis Paru (TB),A15,135,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3513,Kabupaten Probolinggo,2024,Q2,rawat_jalan,Diare dan Gastroenteritis,A09,768,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3513,Kabupaten Probolinggo,2024,Q2,rawat_jalan,Hipertensi Esensial,I10,1497,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3513,Kabupaten Probolinggo,2024,Q2,rawat_jalan,Diabetes Melitus Tipe 2,E11,1055,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3513,Kabupaten Probolinggo,2024,Q2,rawat_inap,Pneumonia,J18,180,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3513,Kabupaten Probolinggo,2024,Q2,rawat_jalan,Demam Tifoid,A01,389,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3513,Kabupaten Probolinggo,2024,Q2,rawat_inap,Penyakit Jantung Iskemik,I25,292,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3513,Kabupaten Probolinggo,2024,Q2,rawat_jalan,Gastritis dan Duodenitis,K29,440,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3513,Kabupaten Probolinggo,2024,Q3,rawat_jalan,Infeksi Saluran Pernapasan Akut (ISPA),J06,1938,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3513,Kabupaten Probolinggo,2024,Q3,rawat_inap,Demam Berdarah Dengue (DBD),A90,574,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3513,Kabupaten Probolinggo,2024,Q3,rawat_inap,Tuberkulosis Paru (TB),A15,502,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3513,Kabupaten Probolinggo,2024,Q3,rawat_jalan,Diare dan Gastroenteritis,A09,1005,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3513,Kabupaten Probolinggo,2024,Q3,rawat_jalan,Hipertensi Esensial,I10,1828,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3513,Kabupaten Probolinggo,2024,Q3,rawat_jalan,Diabetes Melitus Tipe 2,E11,1096,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3513,Kabupaten Probolinggo,2024,Q3,rawat_inap,Pneumonia,J18,196,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3513,Kabupaten Probolinggo,2024,Q3,rawat_jalan,Demam Tifoid,A01,343,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3513,Kabupaten Probolinggo,2024,Q3,rawat_inap,Penyakit Jantung Iskemik,I25,240,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3513,Kabupaten Probolinggo,2024,Q3,rawat_jalan,Gastritis dan Duodenitis,K29,732,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3513,Kabupaten Probolinggo,2024,Q4,rawat_jalan,Infeksi Saluran Pernapasan Akut (ISPA),J06,2042,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3513,Kabupaten Probolinggo,2024,Q4,rawat_inap,Demam Berdarah Dengue (DBD),A90,463,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3513,Kabupaten Probolinggo,2024,Q4,rawat_inap,Tuberkulosis Paru (TB),A15,128,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3513,Kabupaten Probolinggo,2024,Q4,rawat_jalan,Diare dan Gastroenteritis,A09,525,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3513,Kabupaten Probolinggo,2024,Q4,rawat_jalan,Hipertensi Esensial,I10,1665,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3513,Kabupaten Probolinggo,2024,Q4,rawat_jalan,Diabetes Melitus Tipe 2,E11,1053,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3513,Kabupaten Probolinggo,2024,Q4,rawat_inap,Pneumonia,J18,296,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3513,Kabupaten Probolinggo,2024,Q4,rawat_jalan,Demam Tifoid,A01,325,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3513,Kabupaten Probolinggo,2024,Q4,rawat_inap,Penyakit Jantung Iskemik,I25,243,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3513,Kabupaten Probolinggo,2024,Q4,rawat_jalan,Gastritis dan Duodenitis,K29,853,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3514,Kabupaten Pasuruan,2024,Q1,rawat_jalan,Infeksi Saluran Pernapasan Akut (ISPA),J06,1774,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3514,Kabupaten Pasuruan,2024,Q1,rawat_inap,Demam Berdarah Dengue (DBD),A90,558,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3514,Kabupaten Pasuruan,2024,Q1,rawat_inap,Tuberkulosis Paru (TB),A15,577,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3514,Kabupaten Pasuruan,2024,Q1,rawat_jalan,Diare dan Gastroenteritis,A09,759,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3514,Kabupaten Pasuruan,2024,Q1,rawat_jalan,Hipertensi Esensial,I10,2509,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3514,Kabupaten Pasuruan,2024,Q1,rawat_jalan,Diabetes Melitus Tipe 2,E11,1005,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3514,Kabupaten Pasuruan,2024,Q1,rawat_inap,Pneumonia,J18,511,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3514,Kabupaten Pasuruan,2024,Q1,rawat_jalan,Demam Tifoid,A01,705,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3514,Kabupaten Pasuruan,2024,Q1,rawat_inap,Penyakit Jantung Iskemik,I25,598,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3514,Kabupaten Pasuruan,2024,Q1,rawat_jalan,Gastritis dan Duodenitis,K29,1384,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3514,Kabupaten Pasuruan,2024,Q2,rawat_jalan,Infeksi Saluran Pernapasan Akut (ISPA),J06,3141,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3514,Kabupaten Pasuruan,2024,Q2,rawat_inap,Demam Berdarah Dengue (DBD),A90,835,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3514,Kabupaten Pasuruan,2024,Q2,rawat_inap,Tuberkulosis Paru (TB),A15,266,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3514,Kabupaten Pasuruan,2024,Q2,rawat_jalan,Diare dan Gastroenteritis,A09,1568,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3514,Kabupaten Pasuruan,2024,Q2,rawat_jalan,Hipertensi Esensial,I10,1333,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3514,Kabupaten Pasuruan,2024,Q2,rawat_jalan,Diabetes Melitus Tipe 2,E11,961,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3514,Kabupaten Pasuruan,2024,Q2,rawat_inap,Pneumonia,J18,509,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3514,Kabupaten Pasuruan,2024,Q2,rawat_jalan,Demam Tifoid,A01,508,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3514,Kabupaten Pasuruan,2024,Q2,rawat_inap,Penyakit Jantung Iskemik,I25,619,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3514,Kabupaten Pasuruan,2024,Q2,rawat_jalan,Gastritis dan Duodenitis,K29,771,tidak_menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3514,Kabupaten Pasuruan,2024,Q3,rawat_jalan,Infeksi Saluran Pernapasan Akut (ISPA),J06,1523,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
3514,Kabupaten Pasuruan,2024,Q3,rawat_inap,Demam Berdarah Dengue (DBD),A90,277,menular,Dinas Kesehatan Provinsi Jawa Timur,2024-OFFICIAL
